Pais,ISO3,Año,PIB,Poblacion,PIB_per_capita
Bolivia,BOL,2023,52340206946.4544,12244159.0,4274.7082054761295
Bolivia,BOL,2024,54881327452.9667,12413315.0,4421.166098899987
Brazil,BRA,2000,655448188259.351,174018282.0,3766.5478633983466
Brazil,BRA,2001,559983704094.17,176301203.0,3176.289750525242
Brazil,BRA,2002,509795270685.19,178503484.0,2855.940171370493
Brazil,BRA,2003,558233724164.711,180622688.0,3090.6068907839035
Brazil,BRA,2004,669289321944.512,182675143.0,3663.822624978112
Brazil,BRA,2005,891633826625.407,184688101.0,4827.7816589029035
Brazil,BRA,2006,1107626711163.23,186653106.0,5934.145618574545
Brazil,BRA,2007,1397114247188.89,188552320.0,7409.690038228593
Brazil,BRA,2008,1695855391757.96,190367302.0,8908.333384679476
Brazil,BRA,2009,1666996294252.12,192079951.0,8678.658473065312
Brazil,BRA,2010,2208838108484.35,193701929.0,11403.28400386942
Brazil,BRA,2011,2616156606579.21,195284734.0,13396.626315804133
Brazil,BRA,2012,2465228293706.86,196876111.0,12521.72384544339
Brazil,BRA,2013,2472819362043.74,198478299.0,12458.890339662476
Brazil,BRA,2014,2456043766032.38,200085127.0,12274.994163021322
Brazil,BRA,2015,1802211999456.42,201675532.0,8936.195588944423
Brazil,BRA,2016,1795693265999.04,203218114.0,8836.285460256953
Brazil,BRA,2017,2063514688805.78,204703445.0,10080.507872282169
Brazil,BRA,2018,1916933708352.71,206107261.0,9300.66072904006
Brazil,BRA,2019,1873288158838.63,207455459.0,9029.833044010811
Brazil,BRA,2020,1476107292151.95,208660842.0,7074.194074957054
Brazil,BRA,2021,1670647464062.96,209550294.0,7972.536960806936
Brazil,BRA,2022,1951923832083.87,210306415.0,9281.332821368622
Brazil,BRA,2023,2191131869706.02,211140729.0,10377.589771919467
Brazil,BRA,2024,2185821648943.86,211998573.0,10310.54887781655
Chile,CHL,2000,78339750721.364,15503635.0,5052.992457663251
Chile,CHL,2001,71574739561.4329,15683849.0,4563.595298668899
Chile,CHL,2002,70264045939.2773,15857925.0,4430.847411579844
Chile,CHL,2003,76492579644.0605,16024752.0,4773.401775207535
Chile,CHL,2004,99075985773.6682,16187322.0,6120.591520553443
Chile,CHL,2005,122294145163.192,16348778.0,7480.323309986349
Chile,CHL,2006,153843518170.864,16509195.0,9318.656552961183
Chile,CHL,2007,172491076033.863,16671581.0,10346.413818453271
Chile,CHL,2008,179894594475.405,16838988.0,10683.218877251114
Chile,CHL,2009,171777900623.892,17009731.0,10098.801716728618
Chile,CHL,2010,217051209238.534,17181464.0,12632.87047241923
Chile,CHL,2011,251382573893.87,17351816.0,14487.39278320321
Chile,CHL,2012,267024782486.855,17519119.0,15241.906998111892
Chile,CHL,2013,277395018842.417,17687006.0,15683.54863691554
Chile,CHL,2014,259560978224.359,17864195.0,14529.676720633592
Chile,CHL,2015,242450355830.884,18047625.0,13433.920298703237
Chile,CHL,2016,249344863928.438,18267221.0,13649.85204528034
Chile,CHL,2017,276154259981.097,18558868.0,14879.908622718636
Chile,CHL,2018,295857562991.709,18893191.0,15659.480867562763
Chile,CHL,2019,278285058719.466,19197744.0,14495.716721686986
Chile,CHL,2020,254042159309.311,19370624.0,13114.815470545038
Chile,CHL,2021,315325547162.072,19456334.0,16206.832549342133
Chile,CHL,2022,301226575540.242,19553036.0,15405.616577407314
Chile,CHL,2023,335518054097.637,19658835.0,17067.03647991537
Chile,CHL,2024,330267137371.592,19764771.0,16709.889397230658
Colombia,COL,2000,99875074951.0278,39089934.0,2555.00751039968
Colombia,COL,2001,98200641203.3892,39709262.0,2472.9908403583327
Colombia,COL,2002,97945812802.8882,40324680.0,2428.9296977158456
Colombia,COL,2003,94644969157.0987,40937429.0,2311.9421876029073
Colombia,COL,2004,117092416666.245,41543171.0,2818.5719541304393
Colombia,COL,2005,145600529605.803,42128977.0,3456.066108745128
Colombia,COL,2006,161792958904.864,42691084.0,3789.8536121702605
Colombia,COL,2007,206229540926.312,43235374.0,4769.926147194009
Colombia,COL,2008,242504150472.931,43758808.0,5541.836296658972
Colombia,COL,2009,232468663109.595,44271541.0,5250.972924335184
Colombia,COL,2010,286498534094.963,44777319.0,6398.295844710198
Colombia,COL,2011,334966134804.887,45259614.0,7400.994069566899
Colombia,COL,2012,370691143018.039,45715810.0,8108.598382442288
Colombia,COL,2013,382093697077.685,46151584.0,8279.102556429807
Colombia,COL,2014,381240864422.407,46565429.0,8187.208248900853
Colombia,COL,2015,293492370193.166,46969940.0,6248.514905345121
Colombia,COL,2016,282720100286.228,47437512.0,5959.842503675742
Colombia,COL,2017,311866875156.879,48131078.0,6479.532312924282
Colombia,COL,2018,334198218098.276,49024465.0,6816.9681830954405
Colombia,COL,2019,323031701192.84,49907985.0,6472.54544924705
Colombia,COL,2020,270348342541.465,50629997.0,5339.687113579426
Colombia,COL,2021,318524633225.395,51188173.0,6222.621643976139
Colombia,COL,2022,345632492851.448,51737944.0,6680.445068544819
Colombia,COL,2023,366291836137.916,52321152.0,7000.836605010456
Colombia,COL,2024,418818154879.271,52886363.0,7919.208868253448
Costa Rica,CRI,2000,15013629661.8969,3937739.0,3812.7538828492443
Costa Rica,CRI,2001,15976174336.9721,4008947.0,3985.129845062082
Costa Rica,CRI,2002,16578820687.2881,4075705.0,4067.718514290926
Costa Rica,CRI,2003,17271760506.9483,4138784.0,4173.148564155148
Costa Rica,CRI,2004,18610594846.2083,4200078.0,4431.011720784305
Costa Rica,CRI,2005,20040642476.9817,4261240.0,4703.007217847787
Costa Rica,CRI,2006,22715540324.3032,4321340.0,5256.596408591594
Costa Rica,CRI,2007,26884700709.3146,4380248.0,6137.711999255431
Costa Rica,CRI,2008,30801745700.4514,4440056.0,6937.242615960565
Costa Rica,CRI,2009,30745714312.6417,4499791.0,6832.698299241387
Costa Rica,CRI,2010,37658616951.8038,4555962.0,8265.788202755819
Costa Rica,CRI,2011,42762613698.9636,4609833.0,9276.39107511348
Costa Rica,CRI,2012,47231655431.7355,4663934.0,10126.999102417722
Costa Rica,CRI,2013,50949668841.6696,4716147.0,10803.240196217293
Costa Rica,CRI,2014,52016408854.2658,4767119.0,10911.497878334021
Costa Rica,CRI,2015,56441920820.5194,4818038.0,11714.7105980732
Costa Rica,CRI,2016,58847019609.6549,4866998.0,12091.030160615413
Costa Rica,CRI,2017,60516044656.5206,4913177.0,12317.090277130377
Costa Rica,CRI,2018,62420164991.5374,4957818.0,12590.249378161401
Costa Rica,CRI,2019,64417670521.3545,4999553.0,12884.68599519887
Costa Rica,CRI,2020,62395610760.0492,5034320.0,12394.049396949182
Costa Rica,CRI,2021,64960725734.1965,5059988.0,12838.11853589307
Costa Rica,CRI,2022,69243626028.5936,5081765.0,13625.90084913285
Costa Rica,CRI,2023,86497941439.0174,5105525.0,16942.026811937536
Costa Rica,CRI,2024,95350423176.5962,5129910.0,18587.153220348155
Cuba,CUB,2000,30565400000.0,11109109.0,2751.381771481403
Cuba,CUB,2001,31682400000.0,11144132.0,2842.9670431039403
Cuba,CUB,2002,33590500000.0,11177418.0,3005.2110424786833
Cuba,CUB,2003,35901200000.0,11209383.0,3202.781098656367
Cuba,CUB,2004,38203000000.0,11238756.0,3399.219628934021
Cuba,CUB,2005,42643836100.0,11262554.0,3786.3379922529116
Cuba,CUB,2006,48835925925.9259,11278550.0,4329.982659643829
Cuba,CUB,2007,54262870370.3704,11287272.0,4807.438889606842
Cuba,CUB,2008,56302129629.6296,11291762.0,4986.124364791748
Cuba,CUB,2009,57481481481.4815,11294719.0,5089.23519757167
Cuba,CUB,2010,59562962962.963,11297409.0,5272.267558248355
Cuba,CUB,2011,68990000000.0,11301571.0,6104.461052361658
Cuba,CUB,2012,73141000000.0,11303175.0,6470.83673392653
Cuba,CUB,2013,77148000000.0,11298167.0,6828.364282453959
Cuba,CUB,2014,80656100000.0,11285775.0,7146.704590513279
Cuba,CUB,2015,87132800000.0,11275065.0,7727.919972079983
Cuba,CUB,2016,91370407900.0,11265612.0,8110.558742836164
Cuba,CUB,2017,96850649700.0,11247829.0,8610.608296054288
Cuba,CUB,2018,100050036100.0,11227118.0,8911.462059987256
Cuba,CUB,2019,103427600000.0,11202846.0,9232.261159351829
Cuba,CUB,2020,107352000000.0,11176354.0,9605.27914559614
Cuba,CUB,2021,,11122168.0,
Cuba,CUB,2022,,11059820.0,
Cuba,CUB,2023,,11019931.0,
Cuba,CUB,2024,,10979783.0,
Dominican Republic,DOM,2000,24305780628.6677,8584190.0,2831.458836380334
Dominican Republic,DOM,2001,25601823687.5742,8720283.0,2935.8936731266863
Dominican Republic,DOM,2002,27137440786.2562,8852235.0,3065.6032952419587
Dominican Republic,DOM,2003,21403167848.1444,8980620.0,2383.261717803938
Dominican Republic,DOM,2004,22322387382.494,9104892.0,2451.691616165683
Dominican Republic,DOM,2005,35777560683.9366,9225034.0,3878.3120673524454
Dominican Republic,DOM,2006,37879830084.2627,9341183.0,4055.1427034737144
Dominican Republic,DOM,2007,43965458508.5056,9455658.0,4649.645588758138
Dominican Republic,DOM,2008,48091433554.186,9573130.0,5023.585134035158
Dominican Republic,DOM,2009,48223781476.8909,9695265.0,4973.951869999521
Dominican Republic,DOM,2010,53801053352.5005,9820175.0,5478.6247039895425
Dominican Republic,DOM,2011,57948261615.957,9945621.0,5826.510141091944
Dominican Republic,DOM,2012,60561635555.6383,10070411.0,6013.819650026032
Dominican Republic,DOM,2013,62555417414.582,10193833.0,6136.594293293014
Dominican Republic,DOM,2014,67014329099.5549,10315528.0,6496.4516697114195
Dominican Republic,DOM,2015,70966782572.4386,10434829.0,6800.953093954736
Dominican Republic,DOM,2016,75552902635.7075,10551430.0,7160.442009823077
Dominican Republic,DOM,2017,79070274743.1658,10666843.0,7412.715715715119
Dominican Republic,DOM,2018,84994732049.3461,10782053.0,7882.98221584944
Dominican Republic,DOM,2019,89146130744.723,10894043.0,8183.01623600375
Dominican Republic,DOM,2020,78546672406.8291,11008300.0,7135.222732558987
Dominican Republic,DOM,2021,94850719516.7127,11123476.0,8527.075485820504
Dominican Republic,DOM,2022,113478087134.8,11230734.0,10104.244934908083
Dominican Republic,DOM,2023,120456239153.739,11331265.0,10630.431743829044
Dominican Republic,DOM,2024,124282245638.568,11427557.0,10875.661844309156
Ecuador,ECU,2000,17539454727.3637,12689206.0,1382.2342175990918
Ecuador,ECU,2001,23127055000.0,12910740.0,1791.303596850374
Ecuador,ECU,2002,27054197000.0,13138472.0,2059.1585535974045
Ecuador,ECU,2003,30965208000.0,13372306.0,2315.622152230139
Ecuador,ECU,2004,35194947000.0,13608701.0,2586.2091466334664
Ecuador,ECU,2005,40278849000.0,13846163.0,2909.0260601438827
Ecuador,ECU,2006,45690762000.0,14086131.0,3243.6701035933856
Ecuador,ECU,2007,49848725000.0,14328773.0,3478.9248877067143
Ecuador,ECU,2008,61139438000.0,14575202.0,4194.757506619805
Ecuador,ECU,2009,60094978000.0,14825954.0,4053.36331139298
Ecuador,ECU,2010,68151329000.0,15076695.0,4520.30959039763
Ecuador,ECU,2011,78986648000.0,15326227.0,5153.691642437503
Ecuador,ECU,2012,87735048000.0,15572194.0,5634.083931910944
Ecuador,ECU,2013,96570334000.0,15807128.0,6109.290315103414
Ecuador,ECU,2014,102717794000.0,16035124.0,6405.799793004407
Ecuador,ECU,2015,97209558000.0,16266225.0,5976.159680565097
Ecuador,ECU,2016,97671433000.0,16505139.0,5917.63771271481
Ecuador,ECU,2017,104467486000.0,16759519.0,6233.322447977176
Ecuador,ECU,2018,107478961000.0,17049547.0,6303.918866583376
Ecuador,ECU,2019,107595830000.0,17340021.0,6205.057652467664
Ecuador,ECU,2020,95865473000.0,17546065.0,5463.645153485981
Ecuador,ECU,2021,107179074000.0,17682454.0,6061.323501817112
Ecuador,ECU,2022,116133121000.0,17823897.0,6515.585284183364
Ecuador,ECU,2023,121147057000.0,17980083.0,6737.847483796376
Ecuador,ECU,2024,124676074700.0,18135478.0,6874.705739765999
El Salvador,SLV,2000,11784927700.0,5943366.0,1982.8709354261541
El Salvador,SLV,2001,12282533600.0,5968060.0,2058.044590704517
El Salvador,SLV,2002,12664190300.0,5986631.0,2115.4118735562624
El Salvador,SLV,2003,13243892200.0,5998599.0,2207.830895180691
El Salvador,SLV,2004,13724810900.0,6004671.0,2285.6890743889217
El Salvador,SLV,2005,14698000000.0,6005578.0,2447.3914084539406
El Salvador,SLV,2006,15999890000.0,6002319.0,2665.618071948525
El Salvador,SLV,2007,17011750000.0,6009824.0,2830.6569377073274
El Salvador,SLV,2008,17986890000.0,6029297.0,2983.2482957797565
El Salvador,SLV,2009,17601620000.0,6048279.0,2910.186517520108
El Salvador,SLV,2010,18447920000.0,6068249.0,3040.0730095287786
El Salvador,SLV,2011,20283780000.0,6090127.0,3330.6004948665272
El Salvador,SLV,2012,21386150000.0,6113975.0,3497.912569155091
El Salvador,SLV,2013,21990960000.0,6138839.0,3582.266940051694
El Salvador,SLV,2014,22593470000.0,6162955.0,3666.012489138733
El Salvador,SLV,2015,23438240000.0,6183676.0,3790.3408910816156
El Salvador,SLV,2016,24191430000.0,6200800.0,3901.3401496581087
El Salvador,SLV,2017,24979190000.0,6213533.0,4020.1267137391883
El Salvador,SLV,2018,26020850000.0,6219807.0,4183.546209713581
El Salvador,SLV,2019,26881140000.0,6222318.0,4320.116715346275
El Salvador,SLV,2020,24921190000.0,6234673.0,3997.192795837087
El Salvador,SLV,2021,29043140000.0,6255782.0,4642.607431013421
El Salvador,SLV,2022,31870120000.0,6280319.0,5074.602102218056
El Salvador,SLV,2023,33853940000.0,6309624.0,5365.444913991705
El Salvador,SLV,2024,35364960000.0,6338193.0,5579.659691650286
Guatemala,GTM,2000,19288929030.0508,11697592.0,1648.9657897155928
Guatemala,GTM,2001,18405220247.4412,11969422.0,1537.6866357825131
Guatemala,GTM,2002,20444205991.025,12246915.0,1669.3351746970566
Guatemala,GTM,2003,21576351798.9145,12525842.0,1722.5470191077375
Guatemala,GTM,2004,23577298094.6571,12807402.0,1840.911848839999
Guatemala,GTM,2005,26783389293.922,13087629.0,2046.4661165075813
Guatemala,GTM,2006,29744246827.1839,13367459.0,2225.123475387798
Guatemala,GTM,2007,33567850824.1039,13652040.0,2458.815739193842
Guatemala,GTM,2008,38503720224.3166,13935174.0,2763.0598817292557
Guatemala,GTM,2009,37126148264.6383,14215611.0,2611.6463277335247
Guatemala,GTM,2010,40676578423.4871,14500112.0,2805.2596023732162
Guatemala,GTM,2011,46876006272.2387,14792126.0,3168.9837060770506
Guatemala,GTM,2012,49593929487.1263,15089647.0,3286.619593362674
Guatemala,GTM,2013,52996420177.4409,15387337.0,3444.1580227586423
Guatemala,GTM,2014,57852159007.6243,15681725.0,3689.145104102023
Guatemala,GTM,2015,62186066547.6566,15971743.0,3893.5053329906823
Guatemala,GTM,2016,66053408205.8838,16268760.0,4060.1378473764316
Guatemala,GTM,2017,71653780740.4226,16567357.0,4324.997689156007
Guatemala,GTM,2018,73328356007.6152,16845685.0,4352.9459328970715
Guatemala,GTM,2019,77172331693.4093,17103803.0,4511.998395526965
Guatemala,GTM,2020,77719468248.3666,17357325.0,4477.617850006645
Guatemala,GTM,2021,86455522272.7383,17598650.0,4912.622404146812
Guatemala,GTM,2022,95641446500.6523,17847877.0,5358.701569976771
Guatemala,GTM,2023,104368755054.601,18124838.0,5758.327608478542
Guatemala,GTM,2024,113199581158.203,18406359.0,6150.025714385067
Haiti,HTI,2000,6813566098.8675,8303151.0,820.6000467614645
Haiti,HTI,2001,6331970324.31022,8455918.0,748.8211598445278
Haiti,HTI,2002,6205847213.6351,8607641.0,720.9695680425218
Haiti,HTI,2003,5071947798.27263,8759912.0,578.9952910797083
Haiti,HTI,2004,6087360684.2969,8910263.0,683.1852981552732
Haiti,HTI,2005,7030149730.33692,9061273.0,775.8457040569156
Haiti,HTI,2006,7638739122.67242,9216562.0,828.8057002895895
Haiti,HTI,2007,9228637767.69009,9373296.0,984.5669834485212
Haiti,HTI,2008,10432962634.8748,9530774.0,1094.660584216434
Haiti,HTI,2009,11597002834.7786,9689581.0,1196.852870601794
Haiti,HTI,2010,11859312725.1448,9803294.0,1209.7273350309397
Haiti,HTI,2011,13008746038.8867,9914904.0,1312.0395355201322
Haiti,HTI,2012,13708925477.1304,10069771.0,1361.3939658737422
Haiti,HTI,2013,14902488604.2421,10222362.0,1457.832211796266
Haiti,HTI,2014,15146883497.6331,10373235.0,1460.1889861391458
Haiti,HTI,2015,14849629308.6025,10523242.0,1411.1268474679666
Haiti,HTI,2016,14069277526.2278,10671457.0,1318.4026816795308
Haiti,HTI,2017,15093357161.1498,10817754.0,1395.2394518446065
Haiti,HTI,2018,16403864617.8458,10962362.0,1496.3804897015625
Haiti,HTI,2019,15016090929.5125,11105163.0,1352.1720419153237
Haiti,HTI,2020,14508222518.3018,11243848.0,1290.3253866738326
Haiti,HTI,2021,20944387975.7051,11374586.0,1841.331893372216
Haiti,HTI,2022,20253551920.5516,11503606.0,1760.6263566877726
Haiti,HTI,2023,19850585722.3241,11637398.0,1705.7580846099877
Haiti,HTI,2024,25224154990.7946,11772557.0,2142.623305267887
Honduras,HND,2000,7186638029.05875,6577773.0,1092.564007462518
Honduras,HND,2001,7651162302.3456,6757993.0,1132.1648753328984
Honduras,HND,2002,7858255412.86038,6938859.0,1132.4996534531658
Honduras,HND,2003,8230391346.67228,7119213.0,1156.081626813565
Honduras,HND,2004,8869299234.3377,7298994.0,1215.1399541276098
Honduras,HND,2005,9757012696.56212,7478355.0,1304.7003915382622
Honduras,HND,2006,10917477066.1429,7656832.0,1425.8478005189222
Honduras,HND,2007,12361257680.5627,7834798.0,1577.7378919740752
Honduras,HND,2008,13881731875.7466,8012587.0,1732.4906270280246
Honduras,HND,2009,14587496229.1811,8189899.0,1781.157036146734
Honduras,HND,2010,15839344591.9842,8365878.0,1893.3272266203498
Honduras,HND,2011,17710275685.4074,8540583.0,2073.6612108807326
Honduras,HND,2012,18528554397.5695,8715076.0,2126.0347468650302
Honduras,HND,2013,18499729214.904,8889278.0,2081.1284352794455
Honduras,HND,2014,19756533971.8698,9063122.0,2179.8817197727008
Honduras,HND,2015,20979791685.416,9237305.0,2271.2026598034818
Honduras,HND,2016,21717604952.1835,9412380.0,2307.344683510812
Honduras,HND,2017,23136247990.5977,9588137.0,2413.0076562941995
Honduras,HND,2018,24067750760.499,9765210.0,2464.6424153191792
Honduras,HND,2019,24882225741.8119,9943633.0,2502.3274432807307
Honduras,HND,2020,23352232483.755,10119640.0,2307.614943195114
Honduras,HND,2021,28144331506.6149,10289877.0,2735.1475150397714
Honduras,HND,2022,31426041806.7985,10463872.0,3003.2899682639945
Honduras,HND,2023,34355805527.9795,10644851.0,3227.4576250977584
Honduras,HND,2024,37093565854.0437,10825703.0,3426.4348332892287
Mexico,MEX,2000,742061329749.127,98625552.0,7524.027138009093
Mexico,MEX,2001,796064590549.136,100099099.0,7952.764795107057
Mexico,MEX,2002,810666116401.915,101548624.0,7983.033983817595
Mexico,MEX,2003,765549967703.273,102978515.0,7434.074648515498
Mexico,MEX,2004,819459227375.022,104394131.0,7849.667596495649
Mexico,MEX,2005,917571853529.104,105811504.0,8671.758918851621
Mexico,MEX,2006,1020265057882.01,107253666.0,9512.635753467019
Mexico,MEX,2007,1102355554971.95,108774360.0,10134.332713811877
Mexico,MEX,2008,1161553459715.1,110374288.0,10523.768540324356
Mexico,MEX,2009,943437415024.633,111999721.0,8423.569332147114
Mexico,MEX,2010,1105424238731.09,113623895.0,9728.800783770792
Mexico,MEX,2011,1229013703416.76,115243504.0,10664.494403231265
Mexico,MEX,2012,1255110424817.79,116818208.0,10744.133524268665
Mexico,MEX,2013,1327436290282.67,118343573.0,11216.800850542766
Mexico,MEX,2014,1364507717614.13,119784261.0,11391.377349768263
Mexico,MEX,2015,1213294467716.88,121072306.0,10021.23861188272
Mexico,MEX,2016,1112233497452.7,122251351.0,9097.923976747708
Mexico,MEX,2017,1190721475906.0,123400057.0,9649.278167724024
Mexico,MEX,2018,1256300182879.73,124573711.0,10084.793756202142
Mexico,MEX,2019,1304106203902.45,125762982.0,10369.555358527121
Mexico,MEX,2020,1121064767308.42,126799054.0,8841.270750398658
Mexico,MEX,2021,1316569466685.95,127648148.0,10314.050672211475
Mexico,MEX,2022,1466934724293.06,128613117.0,11405.794047375899
Mexico,MEX,2023,1798317581486.88,129739759.0,13860.959780932535
Mexico,MEX,2024,1856365616165.94,130861007.0,14185.78122485287
Nicaragua,NIC,2000,5109587049.97449,5022633.0,1017.3124434882043
Nicaragua,NIC,2001,5351752034.2221,5087825.0,1051.8742358909947
Nicaragua,NIC,2002,5223727302.54906,5149909.0,1014.3339042590966
Nicaragua,NIC,2003,5322228350.58068,5210963.0,1021.3521666879385
Nicaragua,NIC,2004,5792932838.40051,5272912.0,1098.6211866233516
Nicaragua,NIC,2005,6321324279.14826,5342105.0,1183.3021401017502
Nicaragua,NIC,2006,6763672380.61154,5418855.0,1248.1737157778794
Nicaragua,NIC,2007,7423375014.75729,5497243.0,1350.3814575337656
Nicaragua,NIC,2008,8496967596.77008,5576593.0,1523.6843708640884
Nicaragua,NIC,2009,8298702489.0801,5656601.0,1467.0828805284482
Nicaragua,NIC,2010,8758602232.98358,5737450.0,1526.5670695140836
Nicaragua,NIC,2011,9774329332.71276,5819051.0,1679.7119208463307
Nicaragua,NIC,2012,10532017231.8253,5901287.0,1784.6983601755517
Nicaragua,NIC,2013,10982988249.2103,5983845.0,1835.4399636371431
Nicaragua,NIC,2014,11880438824.4494,6066492.0,1958.3704757954679
Nicaragua,NIC,2015,12756696261.0676,6149417.0,2074.456206347301
Nicaragua,NIC,2016,13286093388.4752,6232666.0,2131.687048283223
Nicaragua,NIC,2017,13785893007.4769,6316231.0,2182.6138099567447
Nicaragua,NIC,2018,13025221974.232,6400080.0,2035.1654939050763
Nicaragua,NIC,2019,12699023614.245,6483657.0,1958.6205152809596
Nicaragua,NIC,2020,12726422432.4868,6565267.0,1938.4470475438088
Nicaragua,NIC,2021,14209020361.8508,6644741.0,2138.3858846944972
Nicaragua,NIC,2022,15634572502.2294,6730654.0,2322.8905396458354
Nicaragua,NIC,2023,17805842283.8725,6823613.0,2609.444920729312
Nicaragua,NIC,2024,19693982967.5926,6916140.0,2847.5396633949863
Panama,PAN,2000,11966497048.6488,3010369.0,3975.093102755443
Panama,PAN,2001,12252906340.6841,3069537.0,3991.7767209465464
Panama,PAN,2002,12800851270.5514,3129344.0,4090.586164560815
Panama,PAN,2003,13603456003.2851,3189807.0,4264.66428949623
Panama,PAN,2004,15100203361.784,3251155.0,4644.565811775815
Panama,PAN,2005,16623906739.3121,3313026.0,5017.741104148322
Panama,PAN,2006,18659721513.0123,3375024.0,5528.767058549005
Panama,PAN,2007,21717433808.2684,3437490.0,6317.817305146604
